RESUMER ZONES HYDROTEL VERSION;4.1.2.0000

UHRH ID; TYPE; ALTITUDE MOYENNE (m); PENTE MOYENNE; ORIENTATION MOYENNE; NB PIXEL; SUPERFICIE (km2); LONGITUDE; LATITUDE
5407;SOUS-BASSIN;506.984741;0.055619;3;1638;16.379999;-71.92707;44.96797
5408;SOUS-BASSIN;458.066681;0.059699;6;30;0.300000;-71.92689;44.99837
5409;SOUS-BASSIN;459.222229;0.055748;8;45;0.450000;-71.93715;44.99609
5410;SOUS-BASSIN;512.003479;0.073846;5;286;2.860000;-71.91150;45.00205
5411;SOUS-BASSIN;450.857147;0.034560;7;21;0.210000;-71.92234;44.99706
5412;SOUS-BASSIN;517.530884;0.121565;7;81;0.810000;-71.92264;45.00598
5413;SOUS-BASSIN;516.245300;0.105970;6;53;0.530000;-71.92875;45.00611
5414;SOUS-BASSIN;504.308685;0.088856;7;230;2.300000;-71.94205;45.00851
5415;SOUS-BASSIN;577.173889;0.191442;7;69;0.690000;-71.93151;45.01150
5416;SOUS-BASSIN;494.776001;0.050518;1;125;1.250000;-71.96920;44.98217
5417;SOUS-BASSIN;519.151245;0.054560;4;767;7.670000;-71.96009;44.96901
5418;SOUS-BASSIN;520.441833;0.028766;2;86;0.860000;-71.97551;44.96586
5419;SOUS-BASSIN;439.350433;0.039403;3;117;1.170000;-71.98365;44.99622
5420;SOUS-BASSIN;409.399994;0.043176;4;40;0.400000;-71.98078;45.00314
5421;SOUS-BASSIN;456.224487;0.042749;3;49;0.490000;-71.97692;44.99341
5422;SOUS-BASSIN;400.720184;0.056253;1;897;8.970000;-72.05074;44.99230
5423;SOUS-BASSIN;387.354034;0.046035;5;531;5.310000;-72.02082;44.99368
5424;SOUS-BASSIN;400.396820;0.043734;3;63;0.630000;-72.02817;44.97333
5425;SOUS-BASSIN;449.154266;0.042003;5;551;5.510000;-71.99998;44.97877
5426;SOUS-BASSIN;468.212372;0.061060;4;1568;15.680000;-72.00324;44.95623
5427;SOUS-BASSIN;401.698639;0.044935;8;73;0.730000;-72.04981;44.97583
5428;SOUS-BASSIN;421.335052;0.053953;3;385;3.850000;-72.04322;44.96639
5429;SOUS-BASSIN;456.739655;0.060930;1;169;1.690000;-72.06614;44.97469
5430;SOUS-BASSIN;405.554230;0.077711;4;166;1.660000;-72.07872;45.00014
5431;SOUS-BASSIN;332.214294;0.055759;4;14;0.140000;-72.08506;45.00878
5432;SOUS-BASSIN;404.435883;0.072105;4;117;1.170000;-72.06936;45.00542
5433;SOUS-BASSIN;249.590912;0.040759;2;132;1.320000;-72.12424;45.02551
5434;SOUS-BASSIN;302.937195;0.041057;5;1210;12.100000;-72.10062;45.03386
5435;SOUS-BASSIN;285.799988;0.035152;4;45;0.450000;-72.10821;45.01514
5436;SOUS-BASSIN;211.338135;0.034695;2;139;1.390000;-72.02435;45.14858
5437;SOUS-BASSIN;227.269318;0.039322;5;479;4.790000;-72.00790;45.15182
5438;SOUS-BASSIN;295.604584;0.031525;2;569;5.690000;-72.02548;45.10861
5439;SOUS-BASSIN;308.236298;0.039703;4;584;5.840000;-72.01204;45.10731
5440;SOUS-BASSIN;354.822113;0.064289;4;208;2.080000;-72.02024;45.08873
5441;SOUS-BASSIN;251.524338;0.031170;3;267;2.670000;-72.00400;45.12552
5442;SOUS-BASSIN;265.536499;0.033211;5;589;5.890000;-71.98880;45.13843
5443;SOUS-BASSIN;309.400421;0.052118;2;467;4.670000;-71.99104;45.10483
5444;SOUS-BASSIN;315.333344;0.050226;5;450;4.500000;-71.96770;45.11091
5445;SOUS-BASSIN;404.240997;0.043619;3;1249;12.490000;-71.93870;45.07137
5446;SOUS-BASSIN;390.095276;0.034785;5;1931;19.309999;-71.91991;45.09011
5447;SOUS-BASSIN;484.596313;0.043869;4;1246;12.460000;-71.86935;45.06196
5448;SOUS-BASSIN;430.433319;0.027311;8;330;3.300000;-71.88550;45.07307
5449;SOUS-BASSIN;444.386353;0.040441;8;88;0.880000;-71.87677;45.08849
5450;SOUS-BASSIN;461.949371;0.097230;1;237;2.370000;-71.91399;45.04795
5451;SOUS-BASSIN;495.462402;0.095254;4;359;3.590000;-71.89759;45.04413
5452;LAC;477.628204;0.032435;3;234;2.340000;-71.90687;45.02650
5453;SOUS-BASSIN;525.818481;0.095207;3;997;9.970000;-71.90112;45.01948
5454;SOUS-BASSIN;358.210541;0.066333;1;247;2.470000;-71.99398;45.08627
5455;SOUS-BASSIN;385.923157;0.044978;4;911;9.110000;-71.96922;45.07072
5456;SOUS-BASSIN;342.500000;0.101940;7;2;0.020000;-71.99361;45.07842
5457;SOUS-BASSIN;339.166656;0.072289;2;6;0.060000;-71.99355;45.07721
5458;SOUS-BASSIN;368.611115;0.070986;1;18;0.180000;-71.99900;45.07747
5459;SOUS-BASSIN;395.789032;0.054914;2;493;4.930000;-72.00451;45.06678
5460;SOUS-BASSIN;395.837250;0.037852;4;424;4.240000;-71.98553;45.05854
5461;SOUS-BASSIN;403.600006;0.038435;3;30;0.300000;-71.99198;45.05598
5462;SOUS-BASSIN;359.676483;0.035629;4;1530;15.300000;-71.93180;45.12109
5463;SOUS-BASSIN;331.085114;0.042008;7;752;7.520000;-71.94641;45.14120
5464;SOUS-BASSIN;390.851990;0.030496;6;250;2.500000;-71.90760;45.15562
5465;SOUS-BASSIN;380.225342;0.040883;8;142;1.420000;-71.91725;45.15061
5466;SOUS-BASSIN;405.219513;0.037968;8;41;0.410000;-71.91972;45.16086
5467;SOUS-BASSIN;335.750000;0.040496;3;4;0.040000;-71.91249;45.13835
5468;SOUS-BASSIN;381.590057;0.063063;6;322;3.220000;-71.89415;45.14605
5469;SOUS-BASSIN;393.710052;0.037332;4;607;6.070000;-71.89589;45.12637
5470;SOUS-BASSIN;297.257629;0.088963;5;656;6.560000;-72.04193;45.21624
5471;SOUS-BASSIN;204.790131;0.056156;1;162;1.620000;-72.06210;45.19923
5472;SOUS-BASSIN;243.116669;0.045524;6;540;5.400000;-72.07612;45.22456
5473;SOUS-BASSIN;248.221939;0.037616;2;383;3.830000;-72.08866;45.21491
5474;SOUS-BASSIN;275.550323;0.034516;1;149;1.490000;-72.10616;45.22394
5475;SOUS-BASSIN;200.285721;0.006181;6;7;0.070000;-72.06748;45.20852
5476;SOUS-BASSIN;208.592590;0.038961;2;27;0.270000;-72.06937;45.20513
5477;SOUS-BASSIN;237.741577;0.054563;1;178;1.780000;-72.08018;45.20564
5478;SOUS-BASSIN;252.469025;0.100763;1;113;1.130000;-72.08226;45.17670
5479;SOUS-BASSIN;228.000000;0.063790;3;59;0.590000;-72.07260;45.17003
5480;SOUS-BASSIN;269.944824;0.080201;2;290;2.900000;-72.08680;45.16673
5481;SOUS-BASSIN;228.979996;0.083042;7;50;0.500000;-72.07197;45.18963
5482;SOUS-BASSIN;203.115387;0.102761;1;78;0.780000;-72.07444;45.18370
5483;SOUS-BASSIN;242.811325;0.046183;6;106;1.060000;-72.08267;45.19677
5484;SOUS-BASSIN;241.839508;0.041125;1;81;0.810000;-72.09212;45.19568
5485;SOUS-BASSIN;271.562500;0.057432;8;64;0.640000;-72.09496;45.20221
5486;SOUS-BASSIN;263.957184;0.036034;6;327;3.270000;-72.10688;45.20298
5487;SOUS-BASSIN;284.048065;0.051626;2;978;9.780000;-72.11201;45.18661
5488;SOUS-BASSIN;273.103363;0.024086;8;358;3.580000;-72.12775;45.21311
5489;SOUS-BASSIN;219.329117;0.063203;6;79;0.790000;-72.00179;45.27219
5490;SOUS-BASSIN;268.236603;0.059013;2;541;5.410000;-72.01967;45.26236
5491;SOUS-BASSIN;272.534821;0.045795;6;761;7.610000;-71.99663;45.28783
5492;SOUS-BASSIN;238.535995;0.029609;3;125;1.250000;-71.92906;45.28091
5493;SOUS-BASSIN;199.130432;0.075350;4;23;0.230000;-71.92215;45.29013
5494;SOUS-BASSIN;226.135132;0.037181;4;74;0.740000;-71.91827;45.28474
5495;SOUS-BASSIN;203.781128;0.078097;1;265;2.650000;-71.89483;45.29940
5496;SOUS-BASSIN;208.826645;0.043062;4;848;8.480000;-71.87362;45.30403
5497;SOUS-BASSIN;246.830826;0.019538;3;1064;10.640000;-71.91489;45.26742
5498;SOUS-BASSIN;214.267242;0.028622;6;232;2.320000;-71.88161;45.28513
5499;SOUS-BASSIN;215.854706;0.038376;3;117;1.170000;-71.87226;45.27188
5500;SOUS-BASSIN;214.836960;0.028948;7;184;1.840000;-71.86643;45.28063
5501;SOUS-BASSIN;204.666672;0.009971;5;6;0.060000;-71.85308;45.27510
5502;SOUS-BASSIN;212.447372;0.021441;7;38;0.380000;-71.85529;45.27926
5503;SOUS-BASSIN;224.620071;0.018750;7;279;2.790000;-71.85077;45.28620
5504;SOUS-BASSIN;216.000000;0.028012;1;203;2.030000;-71.86272;45.26576
5505;SOUS-BASSIN;223.319153;0.029128;5;329;3.290000;-71.84029;45.27044
5506;SOUS-BASSIN;201.000000;0.003752;5;4;0.040000;-71.85155;45.26164
5507;SOUS-BASSIN;219.857147;0.039285;5;35;0.350000;-71.84049;45.26292
5508;SOUS-BASSIN;201.000000;0.005003;3;1;0.010000;-71.85339;45.26024
5509;SOUS-BASSIN;204.090912;0.010536;2;11;0.110000;-71.85187;45.25520
5510;SOUS-BASSIN;230.250000;0.034207;5;160;1.600000;-71.83743;45.25904
5511;SOUS-BASSIN;249.580002;0.028446;2;350;3.500000;-71.85982;45.23383
5512;SOUS-BASSIN;215.442535;0.027065;5;174;1.740000;-71.83867;45.24442
5513;SOUS-BASSIN;204.000000;0.008132;1;12;0.120000;-71.84327;45.23619
5514;SOUS-BASSIN;203.111115;0.006834;3;9;0.090000;-71.83973;45.23617
5515;SOUS-BASSIN;202.727280;0.008726;3;22;0.220000;-71.83671;45.22882
5516;SOUS-BASSIN;212.227280;0.035980;5;44;0.440000;-71.83343;45.23332
5517;SOUS-BASSIN;268.177094;0.049404;5;96;0.960000;-71.81297;45.23064
5518;SOUS-BASSIN;214.263153;0.039928;6;19;0.190000;-71.82806;45.23084
5519;SOUS-BASSIN;244.228577;0.056716;6;35;0.350000;-71.82068;45.23279
5520;SOUS-BASSIN;240.778732;0.044864;1;348;3.480000;-71.83823;45.21303
5521;SOUS-BASSIN;261.543671;0.041679;5;664;6.640000;-71.81060;45.21794
5522;SOUS-BASSIN;205.199997;0.005827;2;5;0.050000;-71.81921;45.20312
5523;SOUS-BASSIN;293.098297;0.046425;5;234;2.340000;-71.80073;45.20432
5524;SOUS-BASSIN;301.490814;0.049552;2;1251;12.510000;-71.82890;45.17148
5525;SOUS-BASSIN;307.270386;0.056712;5;1361;13.610000;-71.78839;45.18222
5526;SOUS-BASSIN;216.000000;0.034999;5;1;0.010000;-71.79376;45.16180
5527;SOUS-BASSIN;391.185852;0.059015;5;452;4.520000;-71.76760;45.15995
5528;SOUS-BASSIN;310.665863;0.046720;1;422;4.220000;-71.81721;45.15349
5529;SOUS-BASSIN;329.164612;0.082767;5;407;4.070000;-71.78258;45.15149
5530;SOUS-BASSIN;314.927551;0.069566;1;138;1.380000;-71.81246;45.14309
5531;SOUS-BASSIN;280.830994;0.091211;3;71;0.710000;-71.80536;45.14257
5532;SOUS-BASSIN;338.736053;0.044674;1;538;5.380000;-71.81016;45.11475
5533;SOUS-BASSIN;343.592072;0.042395;5;581;5.810000;-71.78476;45.12702
5534;SOUS-BASSIN;390.341125;0.050695;5;299;2.990000;-71.76393;45.11451
5535;SOUS-BASSIN;355.274384;0.051398;6;164;1.640000;-71.77626;45.11851
5536;SOUS-BASSIN;470.768707;0.056321;5;294;2.940000;-71.74708;45.12645
5537;SOUS-BASSIN;319.353455;0.037183;1;116;1.160000;-71.79829;45.10239
5538;SOUS-BASSIN;323.258820;0.041151;5;170;1.700000;-71.78132;45.10380
5539;SOUS-BASSIN;360.970581;0.044509;8;136;1.360000;-71.81135;45.09769
5540;SOUS-BASSIN;402.939209;0.051192;3;510;5.100000;-71.81266;45.08466
5541;SOUS-BASSIN;425.113708;0.027708;2;1451;14.510000;-71.84904;45.09307
5542;SOUS-BASSIN;353.297882;0.066133;2;141;1.410000;-71.79289;45.08693
5543;SOUS-BASSIN;306.738464;0.027867;6;65;0.650000;-71.78265;45.09588
5544;SOUS-BASSIN;367.867004;0.037383;5;203;2.030000;-71.75859;45.09491
5545;SOUS-BASSIN;420.466400;0.056643;6;476;4.760000;-71.74955;45.10986
5546;SOUS-BASSIN;471.880157;0.046439;5;1577;15.770000;-71.71574;45.09728
5547;SOUS-BASSIN;364.188965;0.068178;2;344;3.440000;-71.78447;45.07758
5548;SOUS-BASSIN;385.533875;0.047747;5;738;7.380000;-71.75150;45.08210
5549;SOUS-BASSIN;502.463379;0.079605;3;669;6.690000;-71.73415;45.05357
5550;SOUS-BASSIN;489.963501;0.064046;5;904;9.040000;-71.71905;45.06713
5551;SOUS-BASSIN;506.333344;0.068489;4;45;0.450000;-71.72013;45.05707
5552;SOUS-BASSIN;391.235291;0.055603;1;255;2.550000;-71.78849;45.06764
5553;SOUS-BASSIN;386.183563;0.083961;4;207;2.070000;-71.76378;45.06043
5554;SOUS-BASSIN;475.767792;0.058306;1;1236;12.360000;-71.82676;45.05650
5555;SOUS-BASSIN;404.292694;0.080360;3;164;1.640000;-71.79131;45.05462
5556;SOUS-BASSIN;429.325592;0.065936;3;129;1.290000;-71.80396;45.04709
5557;SOUS-BASSIN;398.098236;0.111383;1;285;2.850000;-71.78788;45.04314
5558;SOUS-BASSIN;477.857513;0.094482;5;1179;11.790000;-71.75436;45.03861
5559;SOUS-BASSIN;371.857147;0.083336;1;35;0.350000;-71.79226;45.02757
5560;SOUS-BASSIN;375.642853;0.062678;3;84;0.840000;-71.78949;45.02294
5561;SOUS-BASSIN;405.049988;0.062750;7;60;0.600000;-71.79785;45.03222
5562;SOUS-BASSIN;407.965515;0.088444;1;116;1.160000;-71.80615;45.02464
5563;SOUS-BASSIN;473.176666;0.125111;1;317;3.170000;-71.81492;45.03775
5564;SOUS-BASSIN;389.661957;0.046926;2;71;0.710000;-71.80183;45.01607
5565;SOUS-BASSIN;395.289154;0.040548;5;83;0.830000;-71.79073;45.01573
5566;SOUS-BASSIN;442.694122;0.065337;7;340;3.400000;-71.81512;45.01979
5567;SOUS-BASSIN;411.215607;0.046356;4;218;2.180000;-71.79702;44.99951
5568;SOUS-BASSIN;472.561951;0.049583;7;347;3.470000;-71.83012;45.02490
5569;SOUS-BASSIN;427.866943;0.045189;1;233;2.330000;-71.82573;45.00716
5570;SOUS-BASSIN;517.896057;0.076712;8;731;7.310000;-71.85378;45.02858
5571;SOUS-BASSIN;425.870270;0.037454;8;185;1.850000;-71.82660;45.00029
5572;SOUS-BASSIN;386.125000;0.018216;4;16;0.160000;-71.80946;44.99719
5573;SOUS-BASSIN;445.567902;0.026304;3;81;0.810000;-71.79136;44.98441
5574;SOUS-BASSIN;517.410522;0.064199;5;609;6.090000;-71.76550;44.98318
5575;SOUS-BASSIN;566.869934;0.084104;4;1038;10.380000;-71.75937;44.95874
5576;SOUS-BASSIN;401.839996;0.021953;8;25;0.250000;-71.82028;44.99263
5577;SOUS-BASSIN;390.000000;0.022972;3;9;0.090000;-71.81201;44.99232
5578;SOUS-BASSIN;546.945251;0.083592;3;493;4.930000;-71.79230;44.96142
5579;SOUS-BASSIN;453.449677;0.029678;5;149;1.490000;-71.79279;44.97928
5580;SOUS-BASSIN;625.910095;0.103243;3;356;3.560000;-71.77696;44.94983
5581;SOUS-BASSIN;405.149261;0.023590;8;67;0.670000;-71.82295;44.98979
5582;SOUS-BASSIN;415.448975;0.051705;4;98;0.980000;-71.81249;44.98223
5583;SOUS-BASSIN;466.468750;0.075609;6;288;2.880000;-71.84789;45.00631
5584;SOUS-BASSIN;477.693878;0.037105;1;1519;15.190000;-71.86387;44.99310
5585;SOUS-BASSIN;506.834137;0.082056;7;211;2.110000;-71.87037;45.02090
5586;SOUS-BASSIN;423.618866;0.040641;1;286;2.860000;-71.83428;44.97131
5587;SOUS-BASSIN;506.318695;0.077080;4;1048;10.480000;-71.81284;44.95935
5588;SOUS-BASSIN;419.200012;0.027477;7;5;0.050000;-71.84200;44.95987
5589;SOUS-BASSIN;431.100006;0.055926;1;20;0.200000;-71.84844;44.95926
5590;SOUS-BASSIN;474.620758;0.038973;1;501;5.010000;-71.86019;44.97018
5591;SOUS-BASSIN;453.928558;0.083677;1;28;0.280000;-71.85184;44.95743
5592;SOUS-BASSIN;416.750000;0.044671;3;16;0.160000;-71.84424;44.95514
5593;SOUS-BASSIN;423.000000;0.123491;1;1;0.010000;-71.84954;44.95338
5594;LAC;410.421631;0.036989;3;370;3.700000;-71.86587;44.93596
5595;SOUS-BASSIN;459.592224;0.083541;8;309;3.090000;-71.86750;44.94601
5596;SOUS-BASSIN;540.161987;0.150148;4;1210;12.100000;-71.86672;44.92588
5597;SOUS-BASSIN;412.000000;0.015000;5;1;0.010000;-71.84823;44.95251
5598;SOUS-BASSIN;515.156738;0.056387;8;1997;19.969999;-71.90044;44.95060
5599;SOUS-BASSIN;510.736847;0.027165;8;19;0.190000;-71.90100;44.97216
5600;SOUS-BASSIN;632.195557;0.129966;3;271;2.710000;-71.83271;44.93205
5601;SOUS-BASSIN;486.431183;0.074498;5;109;1.090000;-71.83193;44.94941
5602;SOUS-BASSIN;702.890625;0.161866;4;896;8.960000;-71.81195;44.92802
5603;SOUS-BASSIN;441.225800;0.037265;3;155;1.550000;-71.78275;44.99896
5604;SOUS-BASSIN;416.712494;0.039934;5;80;0.800000;-71.78417;45.00979
5605;SOUS-BASSIN;472.583618;0.040567;4;305;3.050000;-71.76568;44.99652
5606;SOUS-BASSIN;474.024292;0.065029;3;535;5.350000;-71.75447;45.00198
5607;SOUS-BASSIN;494.412354;0.096744;5;1181;11.810000;-71.74591;45.01458
5608;LAC;512.698486;0.014877;4;398;3.980000;-71.70292;44.98422
5609;SOUS-BASSIN;589.873352;0.071115;4;821;8.210000;-71.68215;44.97266
5610;SOUS-BASSIN;573.595642;0.082835;2;507;5.070000;-71.72174;44.97857
5611;SOUS-BASSIN;522.181824;0.035129;2;11;0.110000;-71.69787;44.96803
5612;SOUS-BASSIN;549.985901;0.042602;4;71;0.710000;-71.68876;44.96416
5613;SOUS-BASSIN;537.583313;0.058173;8;12;0.120000;-71.70286;44.96564
5614;SOUS-BASSIN;534.481506;0.032351;2;27;0.270000;-71.70186;44.96300
5615;LAC;531.663696;0.024578;3;226;2.260000;-71.71552;44.95565
5616;SOUS-BASSIN;608.393372;0.146495;8;211;2.110000;-71.72142;44.96672
5617;SOUS-BASSIN;591.251831;0.108631;3;270;2.700000;-71.71955;44.94965
5618;SOUS-BASSIN;613.862732;0.233599;7;51;0.510000;-71.73372;44.96290
5619;SOUS-BASSIN;596.425720;0.069549;3;101;1.010000;-71.73551;44.95070
5620;SOUS-BASSIN;668.033203;0.112036;3;301;3.010000;-71.73828;44.94267
5621;SOUS-BASSIN;547.477295;0.026816;2;44;0.440000;-71.69759;44.95815
5622;SOUS-BASSIN;562.305237;0.049754;4;95;0.950000;-71.68891;44.95802
5623;SOUS-BASSIN;560.039978;0.039546;4;25;0.250000;-71.69203;44.95328
5624;SOUS-BASSIN;384.617554;0.030996;1;1412;14.120000;-71.86075;45.13126
5625;SOUS-BASSIN;362.859497;0.026814;2;669;6.690000;-71.82972;45.12177
5626;SOUS-BASSIN;382.425629;0.041905;2;242;2.420000;-71.84926;45.12300
5627;SOUS-BASSIN;408.799377;0.058984;4;314;3.140000;-71.76662;45.13692
5628;SOUS-BASSIN;416.321625;0.056216;6;342;3.420000;-71.76297;45.14427
5629;SOUS-BASSIN;490.617279;0.048707;5;81;0.810000;-71.74059;45.13938
5630;SOUS-BASSIN;208.000000;0.030001;5;1;0.010000;-71.81604;45.20086
5631;SOUS-BASSIN;280.911774;0.076037;5;68;0.680000;-71.80436;45.20036
5632;SOUS-BASSIN;289.610687;0.037387;1;262;2.620000;-71.85040;45.19986
5633;SOUS-BASSIN;278.296844;0.034123;3;347;3.470000;-71.84042;45.19128
5634;SOUS-BASSIN;345.132294;0.040370;1;960;9.600000;-71.88963;45.18535
5635;SOUS-BASSIN;348.154694;0.033674;3;459;4.590000;-71.88072;45.17236
5636;SOUS-BASSIN;382.032257;0.042983;1;62;0.620000;-71.89809;45.16629
5637;SOUS-BASSIN;335.520630;0.033900;1;194;1.940000;-71.86664;45.17285
5638;SOUS-BASSIN;338.037140;0.024378;3;350;3.500000;-71.85769;45.16681
5639;SOUS-BASSIN;379.762634;0.039564;2;257;2.570000;-71.87518;45.15557
5640;SOUS-BASSIN;254.304962;0.039672;2;282;2.820000;-71.85466;45.22667
5641;SOUS-BASSIN;203.714279;0.010465;4;14;0.140000;-71.84074;45.23098
5642;SOUS-BASSIN;270.858826;0.041701;2;170;1.700000;-71.85082;45.21717
5643;SOUS-BASSIN;222.263153;0.037135;3;19;0.190000;-71.83066;45.23588
5644;SOUS-BASSIN;250.964279;0.046133;5;112;1.120000;-71.82380;45.24014
5645;SOUS-BASSIN;283.324677;0.040834;5;77;0.770000;-71.81290;45.23860
5646;SOUS-BASSIN;224.975616;0.034312;4;41;0.410000;-71.83456;45.24782
5647;SOUS-BASSIN;223.825577;0.039437;5;86;0.860000;-71.83625;45.25376
5648;SOUS-BASSIN;271.018433;0.031476;5;217;2.170000;-71.81868;45.25006
5649;SOUS-BASSIN;255.799438;0.020004;1;718;7.180000;-71.88117;45.24341
5650;SOUS-BASSIN;278.882111;0.026313;3;755;7.550000;-71.87489;45.22184
5651;SOUS-BASSIN;321.210876;0.050586;2;460;4.600000;-71.90216;45.20374
5652;SOUS-BASSIN;269.726410;0.017298;1;424;4.240000;-71.90708;45.24599
5653;SOUS-BASSIN;262.454742;0.012785;4;464;4.640000;-71.89396;45.24833
5654;SOUS-BASSIN;284.000000;0.027186;1;11;0.110000;-71.90974;45.21994
5655;SOUS-BASSIN;287.266663;0.034588;4;120;1.200000;-71.90424;45.21953
5656;SOUS-BASSIN;298.333344;0.040177;3;18;0.180000;-71.91140;45.21456
5657;SOUS-BASSIN;295.627899;0.020887;1;129;1.290000;-71.92443;45.22460
5658;SOUS-BASSIN;310.146667;0.042366;3;225;2.250000;-71.91904;45.20903
5659;SOUS-BASSIN;297.836945;0.023526;2;92;0.920000;-71.92288;45.21713
5660;SOUS-BASSIN;159.972473;0.027813;2;109;1.090000;-71.85596;45.34060
5661;SOUS-BASSIN;160.851166;0.024636;5;215;2.150000;-71.84826;45.34710
5662;SOUS-BASSIN;202.064636;0.025838;2;557;5.570000;-71.84377;45.31867
5663;SOUS-BASSIN;195.598511;0.033069;5;538;5.380000;-71.82263;45.33815
5664;SOUS-BASSIN;233.869370;0.046380;4;444;4.440000;-71.79702;45.32011
5665;SOUS-BASSIN;211.555237;0.031595;7;344;3.440000;-71.80425;45.33041
5666;SOUS-BASSIN;240.068695;0.027105;5;262;2.620000;-71.77012;45.33908
5667;SOUS-BASSIN;232.986755;0.023977;8;151;1.510000;-71.78930;45.34123
5668;SOUS-BASSIN;254.008774;0.019428;4;114;1.140000;-71.76191;45.34509
5669;SOUS-BASSIN;234.720001;0.007901;7;25;0.250000;-71.77707;45.34886
5670;SOUS-BASSIN;253.714996;0.019092;5;200;2.000000;-71.75486;45.35997
5671;SOUS-BASSIN;241.408539;0.008908;8;164;1.640000;-71.77083;45.36100
5672;SOUS-BASSIN;260.254150;0.022514;6;181;1.810000;-71.75076;45.36792
5673;SOUS-BASSIN;281.030151;0.020941;4;431;4.310000;-71.73125;45.34706
5674;SOUS-BASSIN;278.054932;0.018050;6;528;5.280000;-71.73220;45.35743
5675;SOUS-BASSIN;308.711548;0.035198;5;52;0.520000;-71.70245;45.35808
5676;SOUS-BASSIN;297.833344;0.016620;8;12;0.120000;-71.70991;45.35615
5677;SOUS-BASSIN;307.912170;0.016740;5;148;1.480000;-71.69911;45.36195
5678;SOUS-BASSIN;298.000000;0.026925;5;1;0.010000;-71.70868;45.35288
5679;SOUS-BASSIN;311.451599;0.034895;5;31;0.310000;-71.70328;45.35373
5680;SOUS-BASSIN;236.461533;0.009597;6;13;0.130000;-71.77996;45.35027
5681;SOUS-BASSIN;240.029846;0.013944;8;67;0.670000;-71.78672;45.34993
5682;SOUS-BASSIN;242.095245;0.006313;7;84;0.840000;-71.78282;45.35696
5683;SOUS-BASSIN;218.956528;0.042763;3;23;0.230000;-71.77838;45.32741
5684;SOUS-BASSIN;222.052628;0.035510;5;38;0.380000;-71.77259;45.33093
5685;SOUS-BASSIN;252.627121;0.021633;3;236;2.360000;-71.74652;45.31781
5686;SOUS-BASSIN;254.868195;0.040877;6;349;3.490000;-71.75130;45.33053
5687;SOUS-BASSIN;266.100006;0.022776;5;20;0.200000;-71.72979;45.32322
5688;SOUS-BASSIN;254.842102;0.043723;7;19;0.190000;-71.73327;45.32486
5689;SOUS-BASSIN;275.895844;0.023313;5;96;0.960000;-71.72781;45.33451
5690;SOUS-BASSIN;279.281677;0.050684;8;71;0.710000;-71.73673;45.33407
5691;SOUS-BASSIN;280.473694;0.022940;7;38;0.380000;-71.73171;45.34061
5692;SOUS-BASSIN;267.352936;0.008618;3;17;0.170000;-71.72462;45.32359
5693;SOUS-BASSIN;266.000000;0.004391;5;13;0.130000;-71.72627;45.32657
5694;SOUS-BASSIN;281.827576;0.024171;5;29;0.290000;-71.71622;45.33091
5695;SOUS-BASSIN;288.762878;0.027734;7;97;0.970000;-71.71896;45.33501
5696;SOUS-BASSIN;291.600006;0.019833;5;5;0.050000;-71.71220;45.33570
5697;SOUS-BASSIN;293.199280;0.029727;4;281;2.810000;-71.70305;45.32282
5698;SOUS-BASSIN;284.269653;0.023011;7;178;1.780000;-71.70703;45.33323
5699;SOUS-BASSIN;311.309998;0.035839;5;100;1.000000;-71.68694;45.33911
5700;SOUS-BASSIN;291.119995;0.033888;8;50;0.500000;-71.70250;45.34000
5701;SOUS-BASSIN;324.368805;0.040270;5;686;6.860000;-71.68014;45.35266
5702;SOUS-BASSIN;326.304688;0.033805;4;128;1.280000;-71.68505;45.32481
5703;SOUS-BASSIN;299.975616;0.035051;5;41;0.410000;-71.69092;45.33338
5704;SOUS-BASSIN;354.448486;0.037286;5;524;5.240000;-71.66560;45.33368
5705;SOUS-BASSIN;288.264435;0.038088;3;416;4.160000;-71.71397;45.30383
5706;SOUS-BASSIN;292.154144;0.030249;6;506;5.060000;-71.70275;45.31225
5707;SOUS-BASSIN;353.816101;0.034641;4;174;1.740000;-71.66240;45.29958
5708;SOUS-BASSIN;334.880341;0.032056;6;234;2.340000;-71.67593;45.31079
5709;SOUS-BASSIN;363.016663;0.038446;5;60;0.600000;-71.65698;45.30736
5710;SOUS-BASSIN;365.250977;0.027485;6;255;2.550000;-71.65943;45.31805
5711;SOUS-BASSIN;378.302521;0.035097;5;119;1.190000;-71.65192;45.31242
5712;SOUS-BASSIN;342.875000;0.040485;3;8;0.080000;-71.66351;45.30174
5713;SOUS-BASSIN;370.079987;0.039567;5;50;0.500000;-71.65468;45.30488
5714;SOUS-BASSIN;386.902435;0.040793;5;41;0.410000;-71.64946;45.30344
5715;SOUS-BASSIN;363.381226;0.031974;3;842;8.420000;-71.66733;45.27771
5716;SOUS-BASSIN;358.328339;0.035011;5;533;5.330000;-71.65647;45.29142
5717;SOUS-BASSIN;414.287567;0.033516;5;233;2.330000;-71.62123;45.28417
5718;SOUS-BASSIN;393.634796;0.024023;7;115;1.150000;-71.63387;45.28748
5719;SOUS-BASSIN;413.533325;0.016037;6;45;0.450000;-71.62152;45.29249
5720;SOUS-BASSIN;409.084381;0.026543;3;557;5.570000;-71.63034;45.26534
5721;SOUS-BASSIN;373.818176;0.013377;5;11;0.110000;-71.63757;45.27632
